task_id,priority,task_status,route_kind,point_name,point_dir,root_classification,lineage_classification,accepted_manifest_member,accepted_manifest_status,accepted_manifest_warning,same_physical_accepted_composite_alternative_exists,gap_codes,recommended_actions,same_point_evidence_only,cross_run_qc_direct_bind_allowed,automatic_qc_derivation_allowed,offline_evidence_recovery_review_allowed,continuous_route_attestation_allowed,formal_fit_allowed,formal_release_allowed,database_import_allowed
legacy_evidence_gap_0105,P2_quality_traceability,manual_offline_evidence_review_required,co2,p006_T30_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0106,P2_quality_traceability,manual_offline_evidence_review_required,co2,p007_T30_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0107,P2_quality_traceability,manual_offline_evidence_review_required,co2,p008_T30_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0108,P2_quality_traceability,manual_offline_evidence_review_required,co2,p009_T30_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0109,P2_quality_traceability,manual_offline_evidence_review_required,co2,p010_T30_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0110,P2_quality_traceability,manual_offline_evidence_review_required,co2,p011_T30_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0111,P2_quality_traceability,manual_offline_evidence_review_required,co2,p012_T30_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0112,P2_quality_traceability,manual_offline_evidence_review_required,co2,p013_T30_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0113,P2_quality_traceability,manual_offline_evidence_review_required,co2,p014_T30_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0114,P2_quality_traceability,manual_offline_evidence_review_required,co2,p015_T20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0115,P2_quality_traceability,manual_offline_evidence_review_required,co2,p016_T20_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0116,P1_core_evidence,manual_offline_evidence_review_required,co2,p017_T20_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p017_T20_200ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""frame_qc_missing"", ""point_samples_missing"", ""segmented_lineage_not_continuous""]","[""locate_same_point_samples_or_mark_point_unusable"", ""locate_same_run_component_qc_or_plan_separate_offline_qc_derivation_review"", ""locate_same_point_frame_qc_or_mark_quality_lineage_incomplete"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0117,P2_quality_traceability,manual_offline_evidence_review_required,co2,p018_T20_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0118,P2_quality_traceability,manual_offline_evidence_review_required,co2,p019_T20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0119,P2_quality_traceability,manual_offline_evidence_review_required,co2,p020_T20_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0120,P2_quality_traceability,manual_offline_evidence_review_required,co2,p021_T20_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0121,P2_quality_traceability,manual_offline_evidence_review_required,co2,p022_T20_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0122,P2_quality_traceability,manual_offline_evidence_review_required,co2,p023_T20_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0123,P2_quality_traceability,manual_offline_evidence_review_required,co2,p024_T20_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0124,P2_quality_traceability,manual_offline_evidence_review_required,co2,p025_T20_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0125,P2_quality_traceability,manual_offline_evidence_review_required,co2,p026_T10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0126,P2_quality_traceability,manual_offline_evidence_review_required,co2,p027_T10_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0127,P2_quality_traceability,manual_offline_evidence_review_required,co2,p028_T10_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0128,P2_quality_traceability,manual_offline_evidence_review_required,co2,p029_T10_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0129,P2_quality_traceability,manual_offline_evidence_review_required,co2,p030_T10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0130,P2_quality_traceability,manual_offline_evidence_review_required,co2,p031_T10_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p031_T10_500ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0131,P2_quality_traceability,manual_offline_evidence_review_required,co2,p032_T10_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p032_T10_600ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0132,P2_quality_traceability,manual_offline_evidence_review_required,co2,p033_T10_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p033_T10_700ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0133,P2_quality_traceability,manual_offline_evidence_review_required,co2,p034_T10_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p034_T10_800ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0134,P2_quality_traceability,manual_offline_evidence_review_required,co2,p035_T10_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p035_T10_900ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0135,P2_quality_traceability,manual_offline_evidence_review_required,co2,p036_T10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p036_T10_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0136,P2_quality_traceability,manual_offline_evidence_review_required,co2,p037_T0_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p037_T0_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0137,P2_quality_traceability,manual_offline_evidence_review_required,co2,p038_T0_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p038_T0_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0138,P2_quality_traceability,manual_offline_evidence_review_required,co2,p039_T0_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p039_T0_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0139,P2_quality_traceability,manual_offline_evidence_review_required,co2,p001_Tm10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p001_Tm10_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0140,P2_quality_traceability,manual_offline_evidence_review_required,co2,p002_Tm10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p002_Tm10_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0141,P2_quality_traceability,manual_offline_evidence_review_required,co2,p003_Tm10_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p003_Tm10_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0142,P2_quality_traceability,manual_offline_evidence_review_required,co2,p004_Tm20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p004_Tm20_0ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0143,P2_quality_traceability,manual_offline_evidence_review_required,co2,p005_Tm20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p005_Tm20_400ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0144,P1_core_evidence,manual_offline_evidence_review_required,co2,p006_Tm20_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p006_Tm20_1000ppm_fit,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""frame_qc_missing"", ""point_samples_missing"", ""segmented_lineage_not_continuous""]","[""locate_same_point_samples_or_mark_point_unusable"", ""locate_same_run_component_qc_or_plan_separate_offline_qc_derivation_review"", ""locate_same_point_frame_qc_or_mark_quality_lineage_incomplete"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0145,P2_quality_traceability,manual_offline_evidence_review_required,co2,p006_Tm20_1000ppm_fit_retry1,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_resume_20260628\co2_Tm10_Tm20_COM35_r1\p006_Tm20_1000ppm_fit_retry1,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0146,P2_quality_traceability,manual_offline_evidence_review_required,h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0147,P2_quality_traceability,manual_offline_evidence_review_required,h2o,p002_T20_HG20C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p002_T20_HG20C_50RH_h2o,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0148,P2_quality_traceability,manual_offline_evidence_review_required,h2o,p003_T20_HG20C_70RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p003_T20_HG20C_70RH_h2o,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
legacy_evidence_gap_0149,P2_quality_traceability,manual_offline_evidence_review_required,h2o,p001_T0_HG0C_50RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_6old_0620clean_mature13_g4\p001_T0_HG0C_50RH_h2o,segmented_v1_5_point_evidence,segmented_point_evidence,False,,,False,"[""component_qc_missing"", ""segmented_lineage_not_continuous""]","[""review_same_point_samples_and_frame_qc_for_component_qc_backfill"", ""preserve_segment_retry_recovery_lineage_never_claim_continuous_route""]",True,False,False,True,False,False,False,False
